time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,rain,hummax,humavg,hummin
2013-04-05,7.7,3.9,17.2,1,0,,4.3,,1013.5,,1,97,80.5,52
2013-04-06,11,3.9,17.8,0,0,,12.2,,1022,,0,96,47.3,26
2013-04-07,12.3,2.2,21.7,0,0,,9.7,,1022.9,,0,82,53.3,36
2013-04-08,17.9,11.1,25.6,0,0,217,15.8,,1019.8,,0,93,62.3,40
2013-04-09,20.9,13.9,28.3,0,0,229,12.2,,1019.9,,0,93,62.5,38
2013-04-10,22.6,15.6,29.4,0,0,223,18.4,,1016.9,,0,87,59.8,37
2013-04-11,21.9,16.7,27.2,0,0,217,19.8,,1012.9,,0,88,67.9,47
2013-04-12,22.6,17.2,26.7,26.4,0,213,19.8,,1005.7,,1,94,73.9,40
2013-04-13,18.2,11.1,23.3,0,0,,6.1,,1012.7,,0,62,43.4,27
2013-04-14,17.1,6.7,26.1,0,0,,5.4,,1017.6,,0,89,49.8,24
2013-04-15,18.6,14.4,21.7,0.5,0,84,11.5,,1019.2,,1,83,68.5,55
2013-04-16,18.4,14.4,24.4,0,0,,5,,1024,,0,97,78,52
2013-04-17,20.3,14.4,26.7,0,0,208,12.2,,1021.9,,0,93,72.2,52
2013-04-18,21.5,16.7,26.1,0,0,174,14.4,,1020.3,,0,87,66.5,46
2013-04-19,22.4,17.8,28.9,14.5,0,198,24.5,,1011.7,,1,100,77.1,54
2013-04-20,14.4,6.7,17.8,0.3,0,,6.1,,1018.3,,1,90,55.8,33
2013-04-21,10.7,5,16.1,0,0,,15.1,,1029.8,,0,93,61.6,44
2013-04-22,9.2,1.7,16.1,0.3,0,43,16.9,,1028.7,,1,86,63.2,42
2013-04-23,11.9,8.3,19.4,3.3,0,,7.2,,1023,,1,90,74.7,52
2013-04-24,15.8,9.4,25,0,0,,15.8,,1018.5,,0,89,69.7,49
2013-04-25,17,10,21.7,0,0,,6.5,,1021.8,,0,81,57,36
2013-04-26,14.8,7.8,21.7,0,0,,5.8,,1027.9,,0,100,63.9,27
2013-04-27,16.5,11.7,22.2,0,0,,4.7,,1027.1,,0,70,51.4,32
2013-04-28,15.4,12.8,16.7,24.6,0,,7.9,,1022.8,,1,94,71.6,51
2013-04-29,16.2,12.8,22.2,21.8,0,,4.3,,1017,,1,97,86.7,66
2013-04-30,16.4,13.9,18.9,0,0,,8.6,,1019.2,,0,97,88.5,72
2013-05-01,14.7,13.9,16.7,0.3,0,41,15.8,,1024,,1,94,88.7,86
2013-05-02,14.9,11.1,18.3,0,0,57,12.2,,1026.1,,0,94,85.2,75
2013-05-03,14.2,8.9,20.6,0,0,56,15.8,,1023.6,,0,93,71.4,45
2013-05-04,12.8,9.4,17.8,0,0,60,18.7,,1021,,0,83,72.3,60
2013-05-05,12.7,10,15.6,0,0,67,19.8,,1017.5,,0,88,80.8,72
2013-05-06,15.4,13.3,20,35.8,0,87,13,,1013.1,,1,96,90.4,82
2013-05-07,15.8,10,21.7,0,0,,7.9,,1012.2,,0,97,76.1,45
2013-05-08,15.6,11.1,22.2,4.6,0,,5.8,,1014.7,,1,100,79.3,57
2013-05-09,18.1,12.2,26.7,0,0,,5.4,,1016.7,,0,100,76.7,45
2013-05-10,21.4,13.3,28.9,0,0,,11.5,,1016.5,,0,90,63.1,42
2013-05-11,22.9,18.3,27.2,7.6,0,221,15.5,,1011.6,,1,90,70,52
2013-05-12,19.3,11.1,22.2,0,0,,9.4,,1011.9,,0,93,57.1,31
2013-05-13,13.6,6.7,18.3,0,0,,5.4,,1019.2,,0,80,48.9,30
2013-05-14,12.8,3.9,21.1,0,0,,7.6,,1022.1,,0,89,54.3,32
2013-05-15,19.8,12.8,30,0,0,230,15.8,,1016.1,,0,75,57.3,44
2013-05-16,23.6,16.7,28.9,0,0,247,10.4,,1013.7,,0,87,62.3,41
2013-05-17,23.2,16.1,30,0,0,,4,,1017.2,,0,90,61.6,38
2013-05-18,21.9,16.7,25.6,10.7,0,,4,,1019.7,,1,94,83.8,69
2013-05-19,21.1,17.8,25.6,13.7,0,143,10.4,,1019.8,,1,96,87.4,64
2013-05-20,21,19.4,23.9,37.3,0,204,9,,1018.6,,1,97,90.3,79
2013-05-21,23.1,20.6,29.4,0,0,211,12.6,,1016.1,,0,94,81.3,63
2013-05-22,23.4,20.6,28.3,0.3,0,217,14.8,,1015.2,,1,90,77.8,56
2013-05-23,23.3,18.3,27.8,4.6,0,213,11.5,,1012.4,,1,90,81,60
2013-05-24,19.6,11.1,21.1,0,0,,9.4,,1014.5,,0,96,65,32
2013-05-25,13.9,5,22.8,0,0,,4.7,,1022.8,,0,89,53.3,27
2013-05-26,15.8,8.9,22.8,0,0,,3.2,,1023.3,,0,80,56.2,33
2013-05-27,18.1,9.4,26.7,0,0,,7.9,,1023.7,,0,93,59.8,36
2013-05-28,22.5,17.8,29.4,0,0,207,14.8,,1022.6,,0,84,66.3,51
2013-05-29,23.6,17.2,29.4,0,0,216,13.7,,1022.7,,0,90,66,49
2013-05-30,24.2,17.8,30,0,0,,9,,1023.4,,0,90,66.8,41
2013-05-31,24.7,18.9,30.6,0,0,,11.2,,1021.9,,0,93,68.7,46
2013-06-01,25.6,19.4,31.7,0,0,222,14.8,,1019,,0,90,66.9,44
2013-06-02,25.1,20,30.6,2.8,0,213,18,,1015.4,,1,90,66.9,47
2013-06-03,24.2,17.8,28.3,11.4,0,,9,,1012.4,,1,96,87.3,60
2013-06-04,21,17.8,26.1,0,0,,6.5,,1016.8,,0,97,78.4,56
2013-06-05,21.9,17.8,27.8,0,0,115,9.7,,1018.8,,0,84,60.4,41
2013-06-06,22,18.9,25,9.7,0,138,13.7,,1013.3,,1,94,83.5,61
2013-06-07,21.4,20,24.4,130.6,0,,7.9,,1005.4,,1,100,92.6,87
2013-06-08,22.9,18.9,28.9,1,0,,5.4,,1014,,1,100,84.2,58
2013-06-09,24.6,19.4,30.6,0.5,0,,5,,1019.6,,1,93,77.2,57
2013-06-10,24.2,21.1,29.4,16.8,0,205,18.7,,1016,,1,94,85.8,69
2013-06-11,24.3,21.1,30,0,0,251,13.7,,1013.4,,0,93,72.8,49
2013-06-12,24.9,17.8,32.2,0,0,,7.9,,1013.4,,0,93,72.6,55
2013-06-13,27.6,20,34.4,1.3,0,236,15.1,,1007.1,,1,91,75.3,47
2013-06-14,21.5,15,26.7,0,0,,6.8,,1011.1,,0,87,63.2,43
2013-06-15,21.5,13.9,29.4,0,0,,7.2,,1018.3,,0,93,64.7,42
2013-06-16,23.8,16.7,30.6,0,0,230,16.6,,1018.1,,0,75,63.1,53
2013-06-17,24.8,21.7,30.6,0,0,223,13.7,,1015.8,,0,82,70,57
2013-06-18,24.3,20.6,29.4,3.6,0,,13.7,,1011.7,,1,94,83.6,63
2013-06-19,22.4,18.3,26.7,0,0,,8.3,,1015.6,,0,93,78.6,58
2013-06-20,22.3,17.2,27.8,0,0,64,11.5,,1022.6,,0,93,68,46
2013-06-21,21.3,12.8,28.3,0,0,,9.7,,1023.8,,0,89,62.6,35
2013-06-22,23.2,20.6,27.8,0,0,,10.8,,1021.9,,0,93,81.3,65
2013-06-23,24,19.4,30,1,0,,5.8,,1021.6,,1,93,79.3,60
2013-06-24,25.6,21.7,31.7,0,0,235,13.7,,1021.4,,0,94,80.7,59
2013-06-25,25.3,21.1,33.3,0.3,0,231,14.4,,1018.6,,1,90,74.3,53
2013-06-26,25.8,20.6,33.3,7.4,0,231,15.1,,1015,,1,96,80,52
2013-06-27,24.3,19.4,31.7,0,0,232,15.5,,1009.7,,0,94,80.4,57
2013-06-28,26.8,20.6,33.3,42.2,0,229,14.8,,1004.9,,1,94,81.3,53
2013-06-29,23.7,20,30,2.5,0,,9.4,,1004.5,,1,100,86.5,63
2013-06-30,25.2,20,30.6,25.1,0,196,10.4,,1008.5,,1,97,84.5,63
2013-07-01,23.5,20.6,28.3,18.3,0,,10.1,,1013,,1,97,86.8,70
2013-07-02,23.6,22.2,25,7.6,0,181,13.7,,1019.5,,1,94,90.7,87
2013-07-03,25.1,22.8,29.4,0,0,,11.2,,1022.9,,0,94,81.5,66
2013-07-04,26.2,22.8,31.1,0,0,172,11.5,,1024.1,,0,94,76.6,46
2013-07-05,26.6,22.2,31.7,0,0,180,12.2,,1023.8,,0,93,75.7,55
2013-07-06,26.6,22.8,31.1,0.3,0,,10.4,,1022.8,,1,91,75.3,57
2013-07-07,26.4,21.1,31.7,0,0,216,11.9,,1020.8,,0,93,74.1,57
2013-07-08,26.7,22.2,32.2,0,0,,8.3,,1020.6,,0,94,78.1,50
2013-07-09,25.4,22.2,31.7,0,0,219,10.8,,1020.2,,0,94,81.6,59
2013-07-10,25.8,22.8,31.7,1,0,221,14.8,,1017.3,,1,94,80.7,63
2013-07-11,24.6,22.2,28.9,5.1,0,,10.8,,1013.8,,1,94,87.5,74
2013-07-12,22.9,21.1,25,1.3,0,,6.8,,1013.7,,1,100,87.2,76
2013-07-13,23,21.1,25.6,13.5,0,,8.6,,1019,,1,94,90.1,79
2013-07-14,25.4,21.1,31.1,0,0,107,10.8,,1024.4,,0,94,78.5,55
2013-07-15,26.3,20.6,32.2,0,0,,3.6,,1025.7,,0,97,76,50
2013-07-16,26.8,20.6,34.4,0,0,,3.2,,1024,,0,97,72.3,44
2013-07-17,28.4,23.3,33.9,0,0,,4.3,,1021.9,,0,94,70.5,47
2013-07-18,28.3,22.8,33.9,0,0,,4,,1019.5,,0,94,73.4,50
2013-07-19,27.6,23.9,33.3,0,0,225,15.8,,1017.7,,0,94,73.9,55
2013-07-20,26.9,23.3,32.2,0,0,228,16.9,,1015.5,,0,87,75.7,61
2013-07-21,26.2,22.8,31.7,0,0,235,10.8,,1014.6,,0,93,80.2,59
2013-07-22,26.2,22.2,32.8,0,0,,10.8,,1012.6,,0,94,78.7,53
2013-07-23,27.2,23.3,32.8,0,0,251,12.6,,1008.6,,0,89,71.9,50
2013-07-24,27.3,21.7,35.6,12.7,0,,4.7,,1008.1,,1,94,72.2,42
2013-07-25,23.4,18.9,26.7,0,0,,8.3,,1013.1,,0,94,81.3,60
2013-07-26,22.7,16.7,30,0,0,,5.8,,1018.1,,0,100,69.1,47
2013-07-27,24.4,20,31.1,3.3,0,,6.8,,1016.2,,1,96,77.9,48
2013-07-28,24.6,20.6,32.2,11.7,0,,10.1,,1014.2,,1,97,77.3,49
2013-07-29,25,20.6,30.6,0.8,0,,3.6,,1018.4,,1,97,76.7,49
2013-07-30,23.8,16.7,30.6,0,0,,3.6,,1021.7,,0,90,67.3,44
2013-07-31,24.8,21.1,28.3,13,0,,7.9,,1019.1,,1,93,78.3,56
2013-08-01,24.5,21.1,30.6,0,0,,7.9,,1013.6,,0,97,85.5,61
2013-08-02,24.8,19.4,31.7,19.6,0,,1.1,,1015.2,,1,100,78.9,48
2013-08-03,26,21.1,32.8,58.4,0,,9.4,,1015.1,,1,97,83.8,54
2013-08-04,23.9,18.9,28.9,0,0,,6.8,,1014.4,,0,100,79,44
2013-08-05,22.6,17.8,27.8,0,0,,7.2,,1017.5,,0,93,68,45
2013-08-06,24.2,19.4,28.9,3.6,0,,9.4,,1017.2,,1,100,75.4,56
2013-08-07,24.8,21.1,30.6,0,0,,7.9,,1018.1,,0,93,70.1,51
2013-08-08,26.7,22.2,32.8,0,0,,6.1,,1017.3,,0,93,73.3,52
2013-08-09,27.6,23.3,33.3,0,0,236,15.5,,1016.6,,0,94,75.5,55
2013-08-10,27.3,22.8,34.4,2,0,238,10.8,,1017.8,,1,94,80.9,56
2013-08-11,26.4,21.7,33.3,0,0,,5,,1018.1,,0,97,79,52
2013-08-12,27.4,22.8,33.3,16.8,0,,3.2,,1015.9,,1,100,74.7,43
2013-08-13,26.3,21.7,32.2,2,0,,9,,1011.2,,1,100,84.3,65
2013-08-14,23.3,16.1,23.9,0,0,,9,,1014.3,,0,93,76.8,62
2013-08-15,19,15,24.4,0,0,44,8.6,,1020,,0,87,72.2,46
2013-08-16,18.8,15,21.7,0,0,,6.8,,1020.7,,0,93,77.3,63
2013-08-17,19.3,17.8,22.8,4.8,0,40,11.9,,1021,,1,100,91.4,81
2013-08-18,22.6,19.4,27.2,1.3,0,326,9,,1021.3,,1,100,87.7,64
2013-08-19,20.9,19.4,23.9,15.2,0,,2.5,,1021,,1,100,93.7,84
2013-08-20,23.4,20,28.3,0,0,,2.2,,1021,,0,100,84.5,65
2013-08-21,25.3,21.1,31.1,0.3,0,,5,,1021.8,,1,96,85.8,61
2013-08-22,25.2,21.1,31.7,0,0,,6.1,,1018.6,,0,100,80.5,48
2013-08-23,25.3,19.4,31.1,0,0,,8.3,,1015.6,,0,97,78.7,53
2013-08-24,22.9,18.3,28.3,0,0,47,13.3,,1022.5,,0,90,67.5,42
2013-08-25,21.3,15.6,26.7,0,0,,7.9,,1027.1,,0,97,71.3,43
2013-08-26,20.2,12.8,28.3,0,0,,2.2,,1024,,0,97,68.8,38
2013-08-27,22.9,16.7,31.7,0,0,,4.7,,1016.9,,0,87,71.3,48
2013-08-28,24.8,21.1,28.3,0,0,,5.8,,1014,,0,100,84.5,67
2013-08-29,26.6,22.2,30.6,0,0,,11.2,,1012.8,,0,87,75.4,57
2013-08-30,24.4,18.3,31.1,0,0,,4.7,,1016.1,,0,100,75,41
2013-08-31,25.3,20,32.2,0,0,,9.4,,1013.5,,0,94,77.1,51
2013-09-01,26.3,21.7,32.8,29.5,0,,12.2,,1011.3,,1,97,83.1,57
2013-09-02,24.8,21.1,31.1,0,0,236,9,,1010.7,,0,100,83.4,61
2013-09-03,26.1,21.7,31.7,7.6,0,,6.5,,1010.6,,1,96,80.4,52
2013-09-04,24.4,20,29.4,0,0,,4.7,,1016.9,,0,93,77.5,58
2013-09-05,24.4,18.3,30.6,0,0,,4,,1018.2,,0,97,69.2,33
2013-09-06,22.4,17.8,27.8,0,0,,7.9,,1020.1,,0,90,65.6,42
2013-09-07,21.2,15,27.8,0,0,,1.8,,1018.5,,0,97,74.2,50
2013-09-08,23.4,17.2,31.1,0,0,,3.2,,1014.2,,0,90,67.7,38
2013-09-09,24.3,17.8,30.6,0,0,,5.4,,1018.7,,0,93,72.5,51
2013-09-10,25.8,20,32.8,0,0,,7.6,,1022.3,,0,96,69.2,45
2013-09-11,25.7,20,32.8,0,0,,8.3,,1021.2,,0,90,68.7,48
2013-09-12,26,21.1,32.2,0,0,231,9.7,,1014.1,,0,90,70.4,50
2013-09-13,24.9,18.3,29.4,0,0,,5.8,,1009,,0,91,62.1,38
2013-09-14,19.8,14.4,24.4,0,0,,10.8,,1016.6,,0,75,57.6,38
2013-09-15,19.1,11.7,26.7,0,0,,5.8,,1022,,0,90,66.5,45
2013-09-16,23.1,18.9,30,1.5,0,,9.4,,1019.7,,1,96,74.1,41
2013-09-17,20.3,14.4,24.4,0,0,52,13.7,,1024.8,,0,80,61.1,38
2013-09-18,16.6,10.6,23.3,0,0,,4.7,,1024.7,,0,92,67.8,38
2013-09-19,17.7,12.2,25.6,0,0,,3.2,,1021.2,,0,93,70,50
2013-09-20,19.3,16.7,22.2,4.8,0,,6.1,,1017.6,,1,94,85.4,73
2013-09-21,20.9,18.9,24.4,19.6,0,,7.6,,1010.8,,1,96,88.1,73
2013-09-22,20.9,13.9,25,10.9,0,,11.5,,1008.7,,1,96,76,46
2013-09-23,17.2,12.2,22.8,0,0,,6.1,,1016.4,,0,93,69.8,46
2013-09-24,16.8,11.7,24.4,0,0,,1.8,,1017.4,,0,97,76.7,51
2013-09-25,17.4,11.7,23.9,0,0,,1.8,,1013.3,,0,97,79.4,53
2013-09-26,19.6,13.9,25,0,0,,7.6,,1014,,0,93,71.3,40
2013-09-27,17.2,11.1,23.3,0,0,,9.4,,1019.9,,0,97,78.4,51
2013-09-28,16.2,10,22.8,0,0,,7.9,,1022.9,,0,97,75,51
2013-09-29,16.7,11.1,23.9,0,0,,5.4,,1019.8,,0,97,75.7,44
2013-09-30,16.6,10.6,24.4,0,0,,2.9,,1017.8,,0,100,78.7,42
2013-10-01,18.1,10.6,27.8,0,0,,1.8,,1018.4,,0,96,73.8,43
2013-10-02,20.8,13.9,29.4,0,0,,2.5,,1019,,0,97,70.5,40
2013-10-03,21.6,15,30,0,0,,5.8,,1019.3,,0,93,68.9,41
2013-10-04,22.9,16.7,30,0,0,,5.8,,1019.2,,0,97,70.8,44
2013-10-05,23.3,16.1,31.7,0,0,,3.6,,1018.5,,0,97,71,42
2013-10-06,22.9,17.2,29.4,0,0,,10.8,,1016.4,,0,100,82.1,55
2013-10-07,22.4,17.2,23.3,21.8,0,,11.2,,1012.5,,1,100,90.8,78
2013-10-08,16.4,14.4,17.2,0,0,36,18.4,,1020.4,,0,80,64.1,58
2013-10-09,14.9,12.2,16.7,4.8,0,22,15.8,,1020.9,,1,94,79.9,69
2013-10-10,13.3,11.7,16.1,3.6,0,,9.4,,1016.1,,1,96,91.5,86
2013-10-11,16.3,15,18.9,0.5,0,,4.3,,1014.1,,1,96,89.7,81
2013-10-12,17.7,16.1,20.6,0.3,0,,5.8,,1016.5,,1,94,90.2,83
2013-10-13,17.9,16.7,19.4,1.8,0,25,11.5,,1021,,1,97,92.1,84
2013-10-14,17.1,13.3,18.3,2.8,0,27,12.2,,1023,,1,100,91.8,80
2013-10-15,16,12.2,21.7,0,0,10,8.3,,1020.4,,0,100,84,63
2013-10-16,18.4,16.1,21.1,0,0,,1.8,,1016.8,,0,97,86.7,71
2013-10-17,18.7,15.6,25,0,0,,10.4,,1013.1,,0,97,82.3,64
2013-10-18,18,13.3,20.6,0,0,,5,,1015.1,,0,93,69.2,47
2013-10-19,17.2,14.4,21.1,0.3,0,,4.7,,1012.8,,1,97,85.5,78
2013-10-20,14.3,6.1,18.3,0,0,,4.3,,1017.2,,0,96,70.2,42
2013-10-21,11,3.9,20,0,0,,0.7,,1019.5,,0,96,72.9,40
2013-10-22,13.9,10.6,17.8,0,0,,4,,1013.4,,0,93,84.2,78
2013-10-23,15.1,7.8,19.4,0,0,,11.5,,1008.2,,0,100,75.4,33
2013-10-24,9.2,1.7,15,0,0,,6.8,,1019.4,,0,86,57.4,36
2013-10-25,8.7,0.6,13.3,0,0,,5.4,,1025.5,,0,79,55.4,31
2013-10-26,5.6,-1.6,15,0,0,,8.3,,1024.2,,0,92,63.3,33
2013-10-27,11.9,4.4,20.6,0,0,,4,,1018.8,,0,86,58.8,34
2013-10-28,12.9,7.2,20.6,0,0,,1.1,,1022.8,,0,90,74.7,47
2013-10-29,15.3,10,22.8,0,0,,2.9,,1025.6,,0,100,79.2,49
2013-10-30,16.8,12.8,22.2,0,0,,7.9,,1024.2,,0,93,76.8,57
2013-10-31,18.6,14.4,24.4,0,0,,14,,1019.2,,0,87,69.2,51
2013-11-01,20.6,15.6,22.8,31.2,0,217,20.2,,1008.4,,1,100,87.6,73
2013-11-02,17.1,10,21.7,0,0,,6.5,,1008.2,,0,100,71.9,33
2013-11-03,11.6,4.4,17.2,0,0,,6.1,,1021,,0,86,61.2,35
2013-11-04,7.6,1.7,12.8,0,0,43,10.4,,1032.7,,0,86,62.1,37
2013-11-05,7.5,2.8,13.9,0,0,12,8.3,,1032.8,,0,86,73.1,60
2013-11-06,13.4,6.7,21.7,0,0,,5.8,,1026.2,,0,93,77.4,51
2013-11-07,16.5,7.8,21.1,0.8,0,,7.6,,1016.5,,1,100,80.6,48
2013-11-08,9.1,0.6,14.4,0,0,,4.7,,1024.2,,0,82,52.8,28
2013-11-09,6.1,-1,15,0,0,,6.1,,1026.1,,0,89,59,31
2013-11-10,11.5,3.3,22.2,0,0,,8.6,,1021.2,,0,79,48,24
2013-11-11,9.7,0,15,0,0,,2.9,,1024.8,,0,82,51.2,28
2013-11-12,7.2,1.7,16.1,0.3,0,,11.2,,1021.9,,1,87,64.2,35
2013-11-13,2.2,-3.2,7.2,0,0,,5,,1032.2,,0,75,49.3,29
2013-11-14,2.8,-3.8,13.9,0,0,,8.6,,1030,,0,82,53.2,25
2013-11-15,7.3,-1,15.6,0,0,,2.5,,1026,,0,89,61.4,38
2013-11-16,13,10,20.6,0,0,,5,,1024,,0,100,84.1,65
2013-11-17,14.8,11.1,21.7,2,0,,8.6,,1019.1,,1,97,85.9,63
2013-11-18,19.9,12.2,23.9,1.5,0,,11.5,,1011.3,,1,94,64,28
2013-11-19,11.1,5,13.3,0,0,,10.4,,1020.4,,0,57,43.3,31
2013-11-20,6.6,2.8,11.1,0,0,45,13.7,,1029.4,,0,79,58.4,44
2013-11-21,8.7,5,16.7,0,0,,6.1,,1031,,0,82,70.8,56
2013-11-22,13.4,8.3,21.7,0.8,0,,8.6,,1024.4,,1,93,75.6,64
2013-11-23,15.2,6.1,16.1,0.3,0,,6.1,,1019,,1,96,58.5,28
2013-11-24,3.2,-4.9,6.1,0,0,,11.2,,1029.4,,0,60,34.8,22
2013-11-25,-1.6,-7.7,6.1,0,0,,3.2,,1033.4,,0,74,42.1,22
2013-11-26,4.6,2.8,18.9,21.1,0,,13,,1018.1,,1,100,78.4,36
2013-11-27,8.3,-1,10,18,0,329,10.1,,1006.4,,1,96,83.6,52
2013-11-28,0.6,-4.9,7.2,0,0,,2.9,,1028.6,,0,78,55.3,31
2013-11-29,1.6,-4.3,10,0,0,,6.5,,1034.6,,0,89,63,35
2013-11-30,2.2,-2.7,8.9,0,0,,5.8,,1034.7,,0,85,68,51
2013-12-01,4,-2.7,15,0,0,,1.1,,1023,,0,92,67.8,29
2013-12-02,7.8,2.2,15.6,0,0,,1.1,,1012.9,,0,93,75.8,44
2013-12-03,7.2,0.6,14.4,0,0,,4.7,,1014,,0,93,74.4,53
2013-12-04,13.5,11.7,17.8,0,0,,5.4,,1017.2,,0,100,81.8,72
2013-12-05,15.5,12.8,19.4,0.8,0,,10.8,,1018.8,,1,100,91.6,83
2013-12-06,20.8,18.3,26.1,0,0,211,22.3,,1016.6,,0,90,74.8,56
2013-12-07,12.9,5.6,20.6,2.8,0,36,17.3,,1024.8,,1,93,77.9,62
2013-12-08,3.2,0.6,5.6,1.3,0,42,13,,1029.7,,1,100,85,60
2013-12-09,2.8,1.1,7.8,4.3,0,,4.3,,,,1,100,95.5,92
2013-12-10,7.4,-2.1,8.9,11.9,0,,4.7,,1018.3,,1,97,85.5,51
2013-12-11,1.8,-4.3,9.4,0,0,,4.7,,1028.2,,0,93,67.3,37
2013-12-12,2.6,-3.8,6.7,0,0,,3.6,,1027.8,,0,89,56.6,27
2013-12-13,1.1,-4.9,11.1,0,0,,4.7,,1027.4,,0,81,56.6,27
2013-12-14,5.2,3.3,8.3,21.6,0,,7.9,,1018.9,,1,97,80,44
2013-12-15,6.4,1.1,12.2,0.8,0,,7.9,,1011.7,,1,97,77.3,47
2013-12-16,4.2,-2.1,12.2,0,0,,7.2,,1020.2,,0,89,67.9,41
2013-12-17,7.8,1.7,15.6,0,0,,10.4,,1017.1,,0,86,60.4,39
2013-12-18,6.8,-0.5,9.4,0,0,,5.4,,1022.8,,0,77,49.3,25
2013-12-19,5.6,-1,16.7,0,0,,12.2,,1025.4,,0,69,45.5,23
2013-12-20,11.8,6.1,19.4,0,0,221,13.3,,1022.6,,0,82,67.2,54
2013-12-21,15.2,10,23.3,0,0,203,14.8,,1019.4,,0,87,76.3,57
2013-12-22,21.8,17.8,25.6,7.1,0,203,22.7,,1017.7,,1,94,77.6,57
2013-12-23,17.9,8.3,20,49.5,0,233,13,,1018,,1,100,90.8,68
2013-12-24,7.1,-1.6,8.3,0,0,356,10.4,,1024.7,,0,73,55.6,41
2013-12-25,-0.4,-4.9,4.4,0,0,,4.3,,1032.2,,0,72,49.2,28
2013-12-26,1.6,-4.3,11.7,0.8,0,,1.8,,1027.1,,1,88,64.5,32
2013-12-27,3.2,-3.2,11.1,0,0,,1.8,,1029.9,,0,79,57.1,26
2013-12-28,3.3,-3.8,15,0,0,,1.8,,1027.4,,0,85,59.4,27
2013-12-29,9.7,6.1,17.2,49.3,0,236,11.5,,1011.9,,1,100,89.6,43
2013-12-30,7.2,1.7,11.7,0,0,,2.9,,1017.4,,0,100,79.3,55
2013-12-31,6.6,0,10.6,0,0,,6.1,,1023.9,,0,89,60.6,31
2014-01-01,3.6,-1.6,10.6,0,0,,4,,1026.8,,0,88,59.4,33
2014-01-02,5.6,2.8,9.4,8.4,0,,4.3,,1011.1,,1,100,84.1,61
2014-01-03,1,-5.5,6.1,0,0,,11.9,,1021.7,,0,67,47.2,34
2014-01-04,-2.6,-7.1,3.3,0,0,,3.6,,1031.1,,0,71,47.6,32
2014-01-05,6.7,2.8,16.7,0,0,,7.9,,1018.8,,0,96,73.7,53
2014-01-06,10.6,-8.8,16.1,3.3,0,268,22,,1009.4,,1,94,68.1,30
2014-01-07,-7.8,-12.7,-3.8,0,0,,12.2,,1029.6,,0,59,37.9,27
2014-01-08,-3.9,-9.3,6.1,0,0,,4.7,,1034.1,,0,74,46,24
2014-01-09,2.4,-3.8,12.2,0,0,,4,,1033.7,,0,72,41.6,13
2014-01-10,5.8,3.9,7.2,14.5,0,,5.8,,1026.3,,1,100,85.4,49
2014-01-11,12.4,7.2,20.6,7.1,0,,16.6,,1009.4,,1,100,91,83
2014-01-12,11.1,3.9,14.4,0,0,,9.4,,1015.4,,0,83,53.3,31
2014-01-13,7.7,0.6,16.7,0,0,,11.5,,1019.2,,0,85,60.5,38
2014-01-14,10.8,3.3,12.2,7.6,0,,4.7,,1011.5,,1,96,89,69
2014-01-15,6.9,0.6,15,0,0,,7.2,,1013,,0,100,78.9,42
2014-01-16,3.7,0,6.7,1.8,0,,6.1,,1015,,1,96,73.9,40
2014-01-17,4,-1.6,13.3,0,0,213,14.8,,1014.2,,0,72,55.6,37
2014-01-18,3.3,-2.7,8.3,0,0,,10.8,,1014.8,,0,69,48.8,31
2014-01-19,3.6,-1,12.2,0,0,236,13.7,,1014.3,,0,62,45.3,31
2014-01-20,6.2,-1,17.8,0,0,231,13,,1011,,0,79,51,24
2014-01-21,5.4,-3.2,10.6,2.5,0,,7.9,,1005.3,,1,93,73.9,46
2014-01-22,-3.1,-7.7,-1,0,0,,7.2,,1015.4,,0,86,59.5,32
2014-01-23,-3.8,-8.8,3.3,0,0,,7.6,,1024.3,,0,81,50.8,29
2014-01-24,-6.4,-11.6,-2.7,0,0,,10.1,,1032.3,,0,45,36,21
2014-01-25,-3.3,-7.7,4.4,0,0,227,24.5,,1012.4,,0,43,35.5,28
2014-01-26,2.9,-5.5,11.1,0,0,,13.7,,1012.2,,0,72,43.4,20
2014-01-27,10.4,0.6,18.3,0,0,232,15.5,,1011.2,,0,56,42,21
2014-01-28,-0.3,-7.7,0.6,4.6,0,24,13.3,,1023.9,,1,86,44.9,22
2014-01-29,-6.3,-9.9,-2.7,0,30,,6.5,,1025.7,,0,79,57,30
2014-01-30,-5.9,-13.8,3.3,0,30,,2.9,,1027.9,,0,80,52,24
2014-01-31,-1.5,-9.3,11.7,0,0,,3.2,,1022.6,,0,80,50.6,20
2014-02-01,3.8,-4.3,15,0,0,,4.7,,1022.3,,0,93,61.6,21
2014-02-02,9.5,5,17.8,0,0,224,13,,1018.1,,0,93,79.5,48
2014-02-03,12.1,4.4,17.8,4.6,0,232,15.5,,1016.9,,1,94,83.2,74
2014-02-04,4.1,3.3,4.4,12.2,0,61,12.2,,1025.7,,1,100,88,79
2014-02-05,5.1,3.3,11.7,1.5,0,,7.6,,1013.4,,1,100,89.3,58
2014-02-06,4.1,-0.5,5.6,0,0,,5.8,,1024.2,,0,65,56.5,45
2014-02-07,4.7,1.7,11.1,0,0,,4.7,,1025.9,,0,76,58.8,43
2014-02-08,4.7,1.1,10,0,0,,4,,1023.2,,0,79,61.9,41
2014-02-09,3.9,-1.6,12.8,0,0,,5,,1019.1,,0,85,70.2,45
